Restaurant_id,Restaurant_name,Location_id,Cuisine,Top_Dishes,Price_for_two,Features,Dining_available,Delivery_available
R094,Kappa Chakka Kandhari,L025,"['Kerala', ' South Indian']","['Tender Coconut Pudding', ' Appam', ' Beef Fry', ' Elaneer Payasam', ' Mutton Stew', ' Idiyappam', ' Chicken Curry']",1200,"['Indoor Seating', 'Table booking recommended']",YES,NO
R095,BOATS - Based On A True Story,L038,"['Continental', ' Chinese', ' North Indian']","['Cocktails', ' Nachos', ' Pasta', ' Beer', ' Mocktails', ' Chicken Skewer', ' Paneer Tikka']",1800,"['Home Delivery', 'Full Bar Available', 'Live Sports Screening', 'Indoor Seating', 'LGBTQIA Friendly', 'Smoking Area', 'Free Parking', 'Table booking recommended', 'Restricted Entry']",YES,YES
R096,Amelie's,L021,"['Cafe', ' Continental', ' Italian']","['Hot Chocolate', ' Pizza', ' Gelato', ' Coffee', ' Pink Sauce Pasta', ' Sandwich', ' Chocolate Indulgence']",900,"['Home Delivery', 'Valet Parking Available', 'Table booking recommended', 'All Day Breakfast', 'Desserts and Bakes', 'Indoor Seating']",YES,YES
R097,Urban Spatula,L042,"['Continental', ' Seafood', ' Biryani', ' Italian', ' North Indian', ' Asian', ' Kebab']","['Burgers', ' Pasta', ' Fish', ' Fries', ' Chips', ' Salad', ' Steak']",800,"['Home Delivery', 'Free Parking', 'Table booking recommended', 'Kid Friendly', 'Group Meal', 'Indoor Seating', 'Table booking for Groups']",YES,YES
R098,Madurai Kumar Mess,L009,"['Chettinad', ' South Indian', ' Chinese']","['Paratha', ' Mutton Biryani', ' Mutton Chukka', ' Kola Urundai', ' Mutton Kola', ' Liver Fry', ' Kali Dosa']",600,"['Home Delivery', 'Indoor Seating']",YES,NO
R099,Oxygen,L031,"['North Indian', ' Chinese', ' Biryani', ' Rolls']","['Biryani', ' Naan', ' Tandoori Roti', ' Chicken Noodle']",500,"['Home Delivery', 'Outdoor Seating', 'Rooftop', 'Table Reservation Not Required', 'Indoor Seating']",YES,YES
R100,Shree Konar Vilas,L012,"['South Indian', ' Chettinad']","['Paratha', ' Biryani', ' Kothu Parotta', ' Idiyappam', ' Kali Dosa', ' Mutton Sukha', ' Fry Prawns']",500,"['Home Delivery', 'Indoor Seating']",YES,YES
R101,Subway,L042,"['Healthy Food', ' Fast Food']","['Salad', ' Sandwich', ' Chocolate Cookies', ' Roasted Chicken Sub', ' Chicken Tikka', ' Honey Oats', ' Paneer Tikka']",500,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Wifi']",YES,YES
R102,Pind,L268,"['North Indian', ' Chinese', ' Fast Food']","['Lassi', ' Buttermilk', ' Paneer Tikka', ' Naan', ' Roti', ' Paratha', ' Dal Makhani']",900,"['Home Delivery', 'Vegetarian Only', 'Catering Available', 'Wifi', 'Serves Jain Food', 'Buffet', 'Indoor Seating']",YES,YES
R103,Mainland China,L015,"['Chinese', ' Asian', ' Sushi', ' Japanese', ' Thai']","['Noodle', ' Dumplings', ' Momos', ' Hakka Noodles', ' Mocktails', ' Jumbo Prawns', ' Kimchi']",1800,"['Home Delivery', 'Mall Parking', 'Valet Parking Available', 'Table booking recommended', 'Indoor Seating']",YES,YES
R104,Kumarakom,L268,"['North Indian', ' Chinese', ' Kerala']","['Appam', ' Paratha', ' Beef Fry', ' Biryani', ' Fish Fry', ' Roasted Beef', ' Chicken Stew']",600,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Catering Available']",YES,YES
R105,City Square Cafeteria,L032,"['Fast Food', ' Beverages', ' Sandwich']","['Chicken Grill', ' Chicken Sandwich', ' Pizza', ' Mexican Shawarma', ' Oreo Shake', ' Lime Soda', ' Bread Omelette']",200,"['Home Delivery', 'Indoor Seating']",YES,YES
R106,Bhangra,L113,['North Indian'],"['Butter Chicken', ' Dal Makhani', ' Sweet Lassi', ' Kheer', ' Chicken Masala', ' Sugarcane Juice', ' Thali']",800,"['Breakfast', 'Home Delivery', 'Mall Parking', 'Indoor Seating', 'Table reservation required']",YES,YES
R107,Twilight Take Out,L025,"['North Indian', ' Chinese', ' Rolls', ' Continental', ' Biryani']","['Club Sandwich', ' Chicken Tikka Roll', ' Chicken Grill', ' Chicken Biryani', ' Noodle', ' Cheese Chicken Roll', ' Paneer Tikka Roll']",350,"['Home Delivery', 'Free Parking']",NO,YES
R108,The Red Box,L042,['Chinese'],"['Noodle', ' Chilli Chicken Gravy', ' Dragon Chicken', ' Kung Pao Chicken', ' Chicken Lollipop', ' Veg Momos', ' Sweet Corn Chicken Soup']",200,['Home Delivery'],NO,YES
R109,Rayar's Mess,L018,['South Indian'],"['Pongal', ' Vada', ' Filtered Coffee', ' Idli', ' Bonda', ' Filter Kaapi', ' Rava Dosa']",100,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",YES,YES
R110,Hotel Safari,L026,"['Chettinad', ' Chinese', ' Seafood', ' Hyderabadi']","['Paratha', ' Tea', ' Paya', ' Coffee', ' Mutton Biryani', ' Chicken Pakora', ' Appam']",450,"['Breakfast', 'Home Delivery', 'Indoor Seating']",YES,YES
R111,VB Signature,L025,"['North Indian', ' South Indian', ' Chinese', ' Asian', ' Fast Food', ' Desserts', ' Beverages']","['Momos', ' Idiyappam', ' Pumpkin Soup', ' Coconut Soup', ' Filtered Coffee', ' Noodle', ' Paneer Tikka']",1000,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Live Sports Screening', 'Table booking recommended', 'Indoor Seating']",YES,YES
R112,Blind Ch3mistry,L025,"['Cafe', ' Continental', ' Italian', ' Desserts', ' Beverages']","['Pasta', ' Peri Peri Chicken', ' Sandwich', ' Waffles', ' French Fries', ' Mocktails', ' Virgin Mojito']",700,"['Home Delivery', 'Indoor Seating', 'Table reservation required', 'Desserts and Bakes', 'Free Wifi']",YES,YES
R113,Fisherman's Fare,L032,"['Seafood', ' Mediterranean', ' North Indian', ' Chinese', ' Arabian']","['Haleem', ' Sea Food', ' Shawarma', ' Fish Finger', ' Prawn', ' Basmati Rice', ' Butter Chicken']",900,"['Home Delivery', 'Indoor Seating', 'Table reservation required']",YES,YES
R114,Madras2Chennai,L060,"['Biryani', ' Mughlai', ' North Indian', ' Chinese', ' Chettinad']","['Shawarma', ' Chicken Grill', ' Mutton Biryani']",800,"['Home Delivery', 'Indoor Seating']",YES,YES
R115,Charminar Biriyani Centre,L026,"['Biryani', ' North Indian']","['Chicken Biryani', ' Bread Halwa', ' Brinjal Curry', ' Mutton Biryani', ' Brinjal Gravy', ' Tandoori Chicken', ' Raita']",300,"['Home Delivery', 'Standing Tables']",NO,YES
R116,North East Kitchen,L032,"['Chinese', ' Konkan', ' Momos']","['Momos', ' Noodle', ' Pork Thali', ' Thukpa', ' Pork Curry', ' Fried Pork', ' Clear Soup']",450,"['Home Delivery', 'Indoor Seating']",YES,YES
R117,AlMaza,L007,"['Arabian', ' Mughlai', ' North Indian', ' Biryani']","['Faluda', ' Rara Gosht', ' Buttermilk', ' Naan', ' Bharwan Mushroom', ' Mutton Biryani', ' Chicken Biryani']",1000,"['Home Delivery', 'Indoor Seating', 'Table booking recommended']",YES,YES
R118,Jonah's Bistro,L038,"['Continental', ' European', ' Italian']","['Pasta', ' Steak', ' Waffles', ' Burgers', ' Fries', ' Fish', ' Chicken Grill']",1000,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Table reservation required']",YES,YES
R119,Barbeque Nation,L010,"['North Indian', ' Continental', ' Kebab', ' BBQ']","['Pizza', ' Fish', ' Biryani', ' Pasta', ' Prawn', ' Malai Kulfi', ' Chocolate Fountain']",1600,"['Home Delivery', 'Indoor Seating', 'Buffet', 'Table booking recommended', 'Kid Friendly']",YES,NO
R120,Mughal Biriyani,L038,"['North Indian', ' Chinese', ' Biryani', ' Arabian']","['Chicken Grill', ' Tandoori Chicken', ' Noodle', ' Dragon Chicken', ' Mughal Biryani', ' Naan']",350,"['Home Delivery', 'Indoor Seating']",YES,YES
R121,Loiee Mithai & Rasoi,L053,"['North Indian', ' Chinese', ' Fast Food', ' Desserts']","['Rasmalai', ' Naan', ' Panipuri', ' Faluda', ' Roti', ' Tandoori Platter', ' Pav Bhaji']",650,"['Home Delivery', 'Vegetarian Only', 'Desserts and Bakes', 'Indoor Seating', 'Table booking recommended', 'Serves Jain Food']",YES,YES
R122,Roll Over,L007,"['Ice Cream', ' Desserts', ' Fast Food']","['Rolls', ' Ice Cream Roll', ' Coffee', ' Fries', ' Chocolate Icecreams', ' Hot Chocolate', ' Chocolava Cake']",450,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Wifi', 'Desserts and Bakes', 'Indoor Seating', 'Free Wifi']",YES,YES
R123,Pizza Hut,L025,"['Pizza', ' Fast Food', ' Finger Food', ' American']","['Garlic Bread', ' Pasta', ' Mojito', ' Veggie Pizza', ' Chicken Tikka Pizza', ' Tandoor Paneer Pizza', ' Stuffed Crust Pizza']",600,"['Home Delivery', 'Indoor Seating']",YES,YES
R124,Ratna Cafe,L011,"['South Indian', ' Chinese', ' Street Food', ' Beverages']","['Coffee', ' Idli Sambar', ' Vada', ' Rava Dosa', ' Masala Dosa', ' Pongal', ' Rose Milk']",400,"['Breakfast', 'Home Delivery', 'Free Parking', 'Indoor Seating']",YES,YES
R125,Masaledaar Desi Rasoi,L032,['North Indian'],"['Lassi', ' Paneer Tikka', ' Paan Ice Cream', ' Dal Makhani', ' Thali', ' Kheer', ' Naan']",500,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",YES,YES
R126,The Big Barbeque,L055,"['North Indian', ' Street Food', ' Desserts', ' BBQ']","['Pizza', ' Appam', ' Ice Cream Roll']",1400,"['Home Delivery', 'Live Sports Screening', 'Table booking recommended', 'Indoor Seating']",YES,NO
R127,The Feast,L007,"['North Indian', ' Chinese', ' Biryani']","['Bbq Chicken', ' Biryani', ' Salad', ' Mushroom Soup', ' Chocolate Shake', ' Pasta', ' Noodle']",800,"['Home Delivery', 'Buffet', 'Free Parking', 'Indoor Seating', 'Valet Parking Available', 'Table booking recommended']",YES,YES
R128,Seasonal Tastes,L142,"['North Indian', ' South Indian', ' Continental', ' European']","['Salad', ' Biryani', ' Coffee', ' Veggie Pizza', ' Pasta', ' Fish', ' Breakfast Buffet']",2500,"['Breakfast', 'Wheelchair Accessible', 'Full Bar Available', 'Valet Parking Available', 'Indoor Seating', '4/5 Star', 'Table booking recommended', 'Brunch', 'Variable Menu', 'Catering Available', 'Luxury Dining', 'Wifi', 'Buffet']",YES,NO
R129,601 - The Park,L144,"['Biryani', ' North Indian']","['Pasta', ' Biryani', ' Pizza', ' Salad', ' Lunch Buffet', ' Fish', ' Burgers']",2700,"['Home Delivery', 'Wheelchair Accessible', 'Full Bar Available', 'Free Parking', 'Valet Parking Available', 'Indoor Seating', 'Table booking recommended', 'Kid Friendly', 'Luxury Dining', 'Gluten Free Options', 'Vegan Options', 'Brunch', 'Live Sports Screening', '4/5 Star', 'Smoking Area', 'Wifi', 'Serves Jain Food', 'Buffet', 'Desserts and Bakes']",YES,YES
R130,Pluto's Restaurant,L090,"['Biryani', ' Chinese', ' North Indian', ' Juices']","['Noodle', ' Biryani', ' Dragon Chicken', ' Tandoori Chicken', ' Schezwan Fried Rice', ' Clear Soup', ' Sweet Corn Soup']",700,"['Home Delivery', 'Indoor Seating', 'Table reservation required']",YES,YES
R131,The Chinese Story,L010,"['Chinese', ' Momos']","['Noodle', ' Momos', ' Chicken Lemon Coriander Soup', ' Chicken Lollipop', ' Mushroom Pepper', ' Sour Soup', ' Chicken Spring Roll']",1000,"['Home Delivery', 'Indoor Seating', 'Table booking recommended', 'Wifi']",YES,YES
R132,Nellai Vairamaligai,L008,['South Indian'],"['Paratha', ' Kothu Parotta', ' Chicken Fry', ' Protta', ' Chicken Fries', ' Omelette', ' Biryani']",500,"['Home Delivery', 'Indoor Seating', 'Table Reservation Not Required']",YES,YES
R133,Vrindavan,L149,"['North Indian', ' South Indian', ' Chinese']","['Thali', ' Masala Dosa', ' Buttermilk', ' Malai Kofta', ' Vada Sambar', ' Coffee', ' Pongal']",500,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",YES,YES
R134,Azzuri Bay,L024,"['Italian', ' Mediterranean', ' Thai', ' Seafood', ' Salad', ' Momos', ' Beverages']","['Pasta', ' Pizza', ' Sea Food', ' Tiramisu', ' Chicken Biryani', ' Lamb Chops', ' Dragon Chicken']",1000,"['Home Delivery', 'Rooftop', 'Table reservation required']",YES,YES
R135,Crisp Cafe,L025,"['Cafe', ' Fast Food']","['Sandwich', ' Burgers', ' Hot Chocolate', ' Pancakes', ' Fries', ' Fried Cheese', ' Pasta']",1000,"['Indoor Seating', 'Table reservation required']",YES,NO
R136,Thambi Vilas,L008,"['South Indian', ' Biryani']","['Elaneer Payasam', ' Rose Milk', ' Paratha', ' Biryani', ' Mutton Chukka', ' Chicken 65', ' Kola Urundai']",500,"['Breakfast', 'Home Delivery', 'Outdoor Seating', 'Indoor Seating']",YES,YES
R137,Fresh Baked Goodness,L134,"['Bakery', ' Desserts']","['Tiramisu Cake', ' Nutella Cheesecake', ' Chocolate Cake', ' Pudding', ' Mousse', ' Chocolate Cupcake', ' Bannoffee Pie']",300,"['Home Delivery', 'Pre-Ordering Required', 'Desserts and Bakes', 'Home Baker']",NO,YES
R138,Double Roti,L007,"['Italian', ' American', ' Fast Food']","['Burgers', ' Hot Chocolate', ' Oreo Shake', ' Tuna Sandwich', ' Peri Peri Chicken', ' Godfather Pizza', ' Nachos']",900,"['Home Delivery', 'Indoor Seating', 'Wifi', 'Free Wifi']",YES,YES
R139,Bombay Lassi,L070,['Street Food'],"['Lassi', ' Samosa', ' Kachori', ' Jalebi', ' Carrot Halwa', ' Milk Halwa', ' Gulab Jamun']",100,"['Home Delivery', 'Vegetarian Only']",NO,YES
R140,The Fat Boy,L021,"['Pizza', ' Fast Food', ' Beverages']","['Pizza', ' Fried Cheese', ' Garlic Bread', ' Sandwich', ' Chicken Fries', ' Nachos', ' Masala Lemonade']",800,"['Home Delivery', 'Free Parking', 'Table booking recommended', 'Vegan Options', 'Indoor Seating']",YES,YES
R141,Chokhi Dhani,L076,['Rajasthani'],"['Rajasthani Thali', ' Jal-jeera', ' Jalebi', ' Malpua', ' Roti', ' Tea', ' Curd Rice']",1100,"['Vegetarian Only', 'Serves Jain Food', 'Indoor Seating', 'Table Reservation Not Required']",YES,NO
R142,Cream Centre,L020,"['North Indian', ' Italian', ' Fast Food', ' Chinese', ' Beverages']","['Nachos', ' Brownie', ' Pasta', ' Onion Rings', ' Paratha', ' Paneer Tikka', ' Cheese Balls']",1600,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Serves Jain Food']",YES,YES
R143,Ente Keralam,L021,['Kerala'],"['Appam', ' Biryani', ' Fish Curry', ' Thali', ' Prawn', ' Beef Ularthiyathu', ' Beef Curry']",750,"['Home Delivery', 'Indoor Seating', 'Table reservation required', 'Catering Available']",YES,YES
R144,Ashvita Bistro,L021,"['Cafe', ' Fast Food']","['Momos', ' Pasta', ' Pizza', ' Sandwich', ' Chocolate Monster Shake', ' Lasagne', ' Chocolate Fudge Cake']",1000,"['Breakfast', 'Home Delivery', 'Outdoor Seating', 'Table reservation required', 'Indoor Seating']",YES,YES
R145,Coco Jaunt 1728,L007,"['Cafe', ' Bakery']","['Sandwich', ' Pizza', ' Peri Peri Fries', ' Burgers', ' Barbeque Chicken', ' Cappuccino', ' Monster Shake']",650,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Table booking recommended', 'Wifi', 'Desserts and Bakes']",YES,YES
R146,Cream & Fudge,L025,"['Ice Cream', ' Desserts', ' Fast Food']","['Waffles', ' Coffee', ' Ferrero Rocher Ice Cream', ' Chocolate Icecreams', ' Mocha Fudge Temptation', ' Brownie', ' Mint Ice Cream']",350,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes', 'Catering Available']",YES,YES
R147,The Kati Roll Shop,L058,"['Rolls', ' North Indian']","['Rolls', ' Kathi Roll', ' Chicken Tikka Roll', ' Chicken Malai Roll', ' Chicken Egg Roll', ' Malai Tikka Roll', ' Mutton Keema Roll']",300,"['Home Delivery', 'Outdoor Seating']",YES,YES
R148,Atho Man,L041,"['Burmese', ' Fast Food']","['Shawarma', ' Atho', ' Chicken Shawarama', ' Chicken Grill', ' French Fries']",400,"['Home Delivery', 'Indoor Seating']",YES,YES
R149,Wild Garden Cafe - Amethyst,L026,"['Cafe', ' Italian', ' Continental']","['Coffee', ' Pizza', ' Pasta', ' Sandwich', ' Hot Chocolate', ' Tea', ' Cheesecake']",1400,"['Wifi', 'Outdoor Seating', 'All Day Breakfast', 'Pet Friendly']",YES,NO
R150,Kaidi Kitchen,L018,"['Continental', ' Chinese', ' North Indian', ' Thai', ' Mangalorean', ' Desserts']","['Pasta', ' Mocktails', ' Paneer Tikka', ' Cheese Balls', ' Brownie', ' Nachos', ' Naan']",1500,"['Home Delivery', 'Vegetarian Only', 'Valet Parking Available', 'Table booking recommended', 'Buffet', 'Indoor Seating', 'Serves Jain Food']",YES,YES
R151,Rain Forest,L024,"['North Indian', ' Asian', ' Continental', ' Mughlai']","['Dragon Chicken', ' Naan', ' Noodle', ' Chicken Lollipop', ' Phuket Paneer', ' Phuket Fish', ' Sweet Corn Soup']",800,"['Home Delivery', 'Indoor Seating', 'Wifi']",YES,YES
R152,Hub at ECR,L130,"['Continental', ' North Indian', ' Italian', ' Pizza', ' Kebab']","['Pizza', ' Burgers', ' Pasta', ' Fish', ' Tiramisu', ' Beer', ' Cocktails']",2000,"['Home Delivery', 'Full Bar Available', 'Valet Parking Available', 'Indoor Seating', 'Restricted Entry', 'Resto Bar', 'Wifi', 'Live Sports Screening', 'Table booking recommended', 'Disabled Friendly', 'Smoking Area']",YES,YES
R153,Pause Bar & Kitchen,L102,"['Italian', ' Continental', ' Chinese', ' North Indian']","['Pizza', ' Beer', ' Cocktails', ' Burgers', ' Fish Finger', ' Wings', ' Biryani']",1200,"['Home Delivery', 'Full Bar Available', 'Live Sports Screening', 'Live Music', 'Free Wifi', 'Smoking Area', 'Live Entertainment', 'Indoor Seating', 'Restricted Entry']",YES,YES
R154,The Bayleaf,L058,"['Mughlai', ' North Indian', ' Seafood', ' Biryani']","['Rolls', ' Fish', ' Kathi Roll', ' Biryani', ' Paratha', ' Aloo Posto', ' Mishti Doi']",800,"['Home Delivery', 'Indoor Seating', 'Wifi', 'Table booking recommended']",YES,YES
R155,Nair Mess,L070,"['South Indian', ' Biryani']","['Fish Fry', ' Omelette', ' Vanjaram Fry', ' Masala Prawn', ' Sea Food', ' Fish Curry', ' Mutton Curry']",200,['Indoor Seating'],YES,NO
R156,The Sandwich Shop,L023,"['Sandwich', ' Fast Food', ' Beverages']","['Mocktails', ' Fries', ' Pizza Sandwich', ' Tandoori Sandwich', ' Chocolate Sandwich', ' Burgers', ' Mojito']",300,"['Home Delivery', 'Vegetarian Only', 'Bulk Orders Accepted', 'Self Service', 'Free Parking', 'Indoor Seating']",YES,YES
R157,SpiceKlub,L025,"['North Indian', ' Desserts', ' Beverages']","['Kulfi', ' Vada Pav', ' Panipuri', ' Pav Bhaji Fondue', ' Masala Papad', ' Bharwan Aloo', ' Rasmalai']",1700,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Table reservation required', 'Buffet', 'Desserts and Bakes']",YES,YES
R158,Amdavadi,L008,['Gujarati'],"['Gujarati Food', ' Dhokla', ' Thali', ' Sabudana Vada', ' Chaach', ' Masala Khichdi', ' Samosa']",600,"['Home Delivery', 'Vegetarian Only', 'Valet Parking Available', 'Table booking recommended', 'Wifi', 'Indoor Seating', 'Free Wifi']",YES,YES
R159,BurgerMan,L038,"['Burger', ' Fast Food', ' Beverages']","['Burgers', ' Nachos', ' Chicken Burger', ' Thick Shakes', ' Choco Brownie Shake', ' Lemonade', ' Salad']",450,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Wifi', 'Outdoor Seating']",YES,YES
R160,Superstar Pizza,L007,"['Burger', ' Pizza', ' Fast Food', ' Beverages']","['Pizza', ' Pasta Alfredo', ' Chicken Fingers', ' Cheese Nachos', ' Garlic Bread', ' Cheese Sticks', ' Peri Peri Fries']",750,"['Home Delivery', 'Indoor Seating']",YES,YES
R161,Courtallam Border Rahmath Kadai,L008,"['South Indian', ' Biryani', ' Chettinad']","['Paratha', ' Gun Chicken', ' Biryani', ' Egg Kothu', ' Chicken 65', ' Nattukozhi Fry', ' Raita']",400,"['Home Delivery', 'Indoor Seating']",YES,YES
R162,Grasshopper - Green Meadows Resort,L166,"['Continental', ' North Indian', ' Chinese', ' Kerala', ' Spanish']","['Cocktails', ' Beer', ' Pizza', ' Fish', ' Chicken Wings', ' Mojito', ' Fruit Trifle']",1500,"['Full Bar Available', 'Live Entertainment', 'Valet Parking Available', 'Outdoor Seating', 'Free Wifi', 'Restricted Entry', 'Resto Bar', 'Free Parking', 'Live Sports Screening', 'Indoor Seating', 'Table booking recommended', 'LGBTQIA Friendly', 'Smoking Area', 'Group Meal']",YES,NO
R163,Starbucks Coffee,L015,"['Cafe', ' Sandwich']","['Hot Chocolate', ' Coffee Hazelnut', ' Club Sandwich', ' Cappuccino', ' Caramel Frappe', ' Chocolate Cake', ' Cheesecake']",700,"['Breakfast', 'Wheelchair Accessible', 'Mall Parking', 'Indoor Seating', 'Wifi']",YES,NO
R164,Momo Sa-Khang by Kailash Kitchen,L090,"['Momos', ' Chinese']","['Momos', ' Noodle', ' Chowmein', ' Fried Momo', ' Chop Suey', ' Dumplings', ' Thukpa']",350,"['Home Delivery', 'Free Parking', 'Indoor Seating']",YES,YES
R165,La Chocolate,L032,"['Bakery', ' Desserts', ' Italian', ' Continental', ' Beverages']","['Brownie', ' Red Velvet', ' Photo Cake', ' Choco Truffle', ' Chocolate Truffle Cake']",800,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating', 'Valet Parking Available', 'Table booking recommended', 'Private Dining Area Available', 'Desserts and Bakes']",YES,YES
R166,Copper Chimney,L058,"['North Indian', ' Arabian', ' Biryani', ' Mughlai']","['Paneer Tikka', ' Naan', ' Dal Makhani', ' Rumali Roti', ' Dum Biryani', ' Tandoori Chicken', ' Murgh Malai Kebab']",1200,"['Home Delivery', 'Indoor Seating', 'Table reservation required']",YES,YES
